adref,description,created,title,longitude,salary_is_predicted,id,redirect_url,latitude,__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,salary_max,salary_min,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc2NDA4OSIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.XxXeZ7SzOhvrhJ_o41vgvH1-aWNhliG5HiFxnG2Gz_Y,"Job Description Job Description At Pacific Programming and Tech Inc., we are passionate about crafting innovative software solutions that empower businesses and enhance user experiences. Our team thrives on collaboration, creativity, and a commitment to excellence. We are a leading software development firm specializing in the development of various systems and related applications, and we are currently looking for an experienced DevOps Engineer to join our team. In this role, there is scope to…",2026-07-24T06:41:00Z,DevOps Engineer,-73.588138,0,5813764089,https://www.adzuna.ca/details/5813764089?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,PPT,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc2MjgzNyIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.Jivn7Rp4ZcmnxmfxhXd8ex35WlvTTyTAuOSOk-GsLMk,Job Description Job Description We are looking for an experienced Director of Software Development for our client. This is a permanent position that is remote to start with later relocation to Vancouver . Our client is a global enterprise company providing a last-mile delivery service to large E-Commerce and retail businesses. You Have: 10 years’ experience as a Software Developer 2 years' people management experience leading full-stack engineering teams Extensive experience mentoring junior de…,2026-07-24T06:40:19Z,Director of Software Development,-73.588138,0,5813762837,https://www.adzuna.ca/details/5813762837?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Targeted Talent,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc2MjYyOCIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.rldBVNkSPF8E5ybENEzZKi40vTFfRJkRPVpQ_jaF0Bg,"Job Description Job Description Generative AI EngineerAbout Apertera Apertera is leading the evolution of language solutions for high-stakes content. We partner with enterprises as an extension of their teams, combining professional expertise with Adaptive AI technology that is continuously refined by client context. For more than twenty years, Apertera has set the bar for legal, financial, and regulatory translation, serving the most rigorous buyers, including over 75% of major national Canadi…",2026-07-24T06:40:14Z,Generative AI Engineer,-73.588138,0,5813762628,https://www.adzuna.ca/details/5813762628?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Apertera,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc2MjA0OCIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.3-ya13czlIcWze9eEXqceQF489oOUPGqpvA9SyFhnyY,"Job Description Job Description Location: On-Site, Montreal About the Role Valnet's Automotive Group is looking for a Senior Backend Developer to join a multi-functional development team. The ideal candidate must possess excellent analytical and problem-solving skills and a desire to work in a fast-paced environment. This person will work closely with the development team and leaders to develop tools supporting our automotive website projects. In this role you will work primarily on Valnet Auto…",2026-07-24T06:39:45Z,Valnet Auto | Senior Backend Developer,-73.588138,0,5813762048,https://www.adzuna.ca/details/5813762048?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Valnet Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc2MDIyMiIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.zuDeYu_EMq46jWMeWAV3SawcJbdpAx_3sr1O-frtYOg,"Job Description Job Description Location: On-Site, Montreal About the Role Valnet's Automotive Group is looking for a Backend Team Lead to guide and grow a multi-functional development team. The ideal candidate must possess excellent analytical and problem-solving skills, proven leadership ability, and a desire to work in a fast-paced environment. This person will lead a team of backend developers while working closely with the development team and leaders to develop tools supporting our automo…",2026-07-24T06:38:45Z,Valnet Auto | Backend Team Lead,-73.588138,0,5813760222,https://www.adzuna.ca/details/5813760222?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Valnet Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzU3NDI0In0.o0asGbim-nq3EY3OZOyKA5MsyQ5tD48MmQS9vnF4MhE,"Job Description Job Description À propos de Genetec : Genetec est un leader mondial dans le domaine des solutions unifiées de sécurité, de sûreté publique et d'intelligence d'affaires. Notre plateforme SC SaaS propose des produits innovants de sécurité physique basés sur le cloud qui protègent les personnes, les biens et les données dans divers secteurs d'activité à travers le monde. La dynamique de votre équipe : SC SaaS Quality est une équipe de testeurs passionnés, unis par un objectif commu…",2026-07-24T06:37:37Z,Spécialiste des tests système / System Test Specialist,-73.588138,0,5813757424,https://www.adzuna.ca/details/5813757424?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Genetec,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc1MjcyMCIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.FZ2ewKFj4IUrOkmHy32aA6nbnIA7eiPIiqP0-sVlOck,"Job Description Job Description Engagement Contract 12 months, renewable Domain Banking & Financial Services Locations Toronto, ON | Montreal, QC | Vancouver, BC | Calgary, AB Work Model Hybrid Start Immediate ABOUT THE ROLE We are looking for an experienced AI Engineer to design and deliver production-grade machine learning and generative AI solutions within a major Canadian bank. You will work across fraud detection, credit risk, regulatory compliance, and customer analytics, partnering with …",2026-07-24T06:36:26Z,AI Engineer - Banking Domain,-73.588138,0,5813752720,https://www.adzuna.ca/details/5813752720?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Jay Analytix,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzUyMTUyIn0.Opl-cE-vJx50WGxUKr9H6eYUV9nSCOkPayMGlyJpaq8,"Job Description Job Description Salary: dcbel is a growing company building next-generation hardware and software for a future lead by electric vehicles (EVs) and distributed energy technologies like solar panelsand battery storage. Our flagship product, Ara, is the worlds first all-in-onesmart energy appliance sitting at the heart of the modern energy ecosystem. Combining several breakthrough technologies into one elegant package, Ara offers the fastest home EV charging available on the market…",2026-07-24T06:36:17Z,Senior DevOps Specialist,-73.588138,0,5813752152,https://www.adzuna.ca/details/5813752152?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,dcbel Inc,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc1MTMwNyIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.MheNDPCwXFok2x1plkx_nWUYl2LIN5dEy4T1vkQXHKc,"Job Description Job Description Ce que nous recherchons Le ou la Stratège et chef de pratique IA joue un rôle central dans l’identification, la conception et la structuration de solutions alimentées par l’intelligence artificielle pour les clients et équipes de Tink. Ce rôle agit à l’intersection de la stratégie d’affaires, du produit, de l’expérience utilisateur et des technologies IA. Son objectif est de transformer des problématiques concrètes en plateformes, workflows et outils intelligents…",2026-07-24T06:35:50Z,Stratège et Chef de pratique IA,-73.588138,0,5813751307,https://www.adzuna.ca/details/5813751307?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Tink Profitabilité Numérique,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,120000.0,110000.0,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc1MTE5NyIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.MMlM92soKuAc4QvCV7MWuPQsnJpFVFWwlPwtbYA4vBU,"Job Description Job Description Salary: $55,000-$65,000 Qui sommes-nous? O'Dell HVAC Group est un reprsentant bien tabli dquipements CVAC (chauffage, ventilation et climatisation), travaillant en partenariat avec des ingnieurs, des propritaires dimmeubles et des entrepreneurs partout au Canada. Notre succs repose sur une culture axe sur les personnes, o le travail dquipe, linnovation et le dveloppement professionnel sont au cur de tout ce que nous faisons. Pourquoi travailler chez O'Dell HVAC G…",2026-07-24T06:35:47Z,Spcialiste TI,-73.76482,0,5813751197,https://www.adzuna.ca/details/5813751197?utm_medium=api&utm_source=e90db681,45.67876,Adzuna::API::Response::Job,ODell HVAC Group,Adzuna::API::Response::Company,"Bois-des-Filion, Thérèse-De Blainville",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Laurentides', 'Thérèse-De Blainville', 'Bois-des-Filion']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzQ5NTg3In0.8rPeLi2o2df1m-He-YzlmIHWfOnOOevlDlwlZTj4Sqg,"Job Description Job Description Description En date du 1er novembre 2025, Sunoco LP a conclu avec succès son acquisition de Parkland Corporation. Pour obtenir plus de renseignements, visitez le www.sunocolp.com Sunoco LP est une société en commandite principale de premier plan spécialisée dans les infrastructures énergétiques et la distribution de carburant, opérant dans 32 pays et territoires en Amérique du Nord, dans la région élargie des Caraïbes et en Europe. Les activités intermédiaires du…",2026-07-24T06:35:30Z,Analyste du bottin de prix - Marchandisage de détail | Pricing Analyst - Retail Merchandising,-73.588138,0,5813749587,https://www.adzuna.ca/details/5813749587?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Parkland,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc0ODQyNyIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.onHP5R31OGEJ7MRqIeGSOkVex4ix96_j3AhMZMOPdB0,"Job Description Job Description Salary: Who We Are At KPI,youllhave the chance to build a career as unique as you are, with the support, inclusive culture, and technology to become the best version of you. Andwere counting on your unique voice and perspective to help KPI become even better. At KPI, our vision is to advance the world through the power of people and technology. Established over 25 years ago in Quebec,KPI is uniquely positioned as a Canadian leader across the Data, Analytics & AI …",2026-07-24T06:35:19Z,Senior Manager-Consulting/ Gestionnaire senior consultant(e),-73.588138,0,5813748427,https://www.adzuna.ca/details/5813748427?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,KPI Digital,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzQ0MjA5In0.UApUZRQErxTlvPGb6BFs5AMbJvQOuGnrACUa1iWj53I,"Job Description Job Description Salary: (English version will follow) Rejoignez une entreprise base Montral qui aide les organisations du monde entier crer un parcours personnalis d'impact et d'panouissement pour leurs employs. Explorance offre des solutions innovantes d'analyse des retours d'exprience, car nous croyons que chaque exprience compte. Chez Explorance, nous avons pour mission de crer des logiciels de pointe qui ont un impact sur des millions dutilisateurs travers le monde. Nous pro…",2026-07-24T06:34:46Z,Dveloppeur(se) Back-End .Net (C#) Ingnierie / Back-End Developer .Net(C#),-73.588138,0,5813744209,https://www.adzuna.ca/details/5813744209?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Explorance,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc0MjQ2MyIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.MRSBYJfaAlKYCmwM8VcGdI3EEAhPRkpkY71AI6VZ0uI,"Job Description Job Description Reports to: Chief Financial Officer For over 70 years, WALTER Surface Technologies has been a world leader in surface treatment technologies providing high performance abrasives, tools, power tools, chemical solutions, safety solutions, and welding process solutions specifically designed for the metalworking industry. Our core philosophy is focused on helping customers work better and achieving greatness with the best technology, the best products, the best perfo…",2026-07-24T06:34:34Z,Director Enterprise Data Mgmt & Analytics,-73.811784,0,5813742463,https://www.adzuna.ca/details/5813742463?utm_medium=api&utm_source=e90db681,45.451491,Adzuna::API::Response::Job,Walter Surface Technologies Incorporated,Adzuna::API::Response::Company,"Pointe-Claire, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Pointe-Claire']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzQwOTY1In0.HNcdt6J96R0myMJBgr-ecyl7b5t7T5i70MsphX-TnzA,"Job Description Job Description We are looking for an experienced C#/.Net Developer for our client. This is a permanent position, that can either be remote or in-office at several locations! Our client is a large fintech firm with a product that you've likely used many times before. You Have: 4 years’ experience as a Software Developer, developing applications with C#/.Net Experience developing on the front-end with either React , Angular or a combination of both is highly regarded Experience w…",2026-07-24T06:34:14Z,.Net Developer,-73.588138,0,5813740965,https://www.adzuna.ca/details/5813740965?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Targeted Talent,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzc0MDkzMSIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.bj6IYfnmZC9MCfZW9px158YSe6q9wMpbyod0FBj7pyE,"Job Description Job Description About Apertera Apertera is leading the evolution of language solutions for high-stakes content. We partner with enterprises as an extension of their teams, combining professional expertise with Adaptive AI technology that is continuously refined by client context. For more than twenty years, Apertera has set the bar for legal, financial, and regulatory translation, serving the most rigorous buyers, including over 75% of major national Canadian law firms, all majo…",2026-07-24T06:34:12Z,Senior Generative AI Software Engineer,-73.588138,0,5813740931,https://www.adzuna.ca/details/5813740931?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Apertera,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzM4MzYyIn0.nXJ4tL6QJyNmnWN_u8jUgL1jFbQuWTfXO6ZDDFIYDpM,"Job Description Job Description:\n\nSalary: (English Version will follow) Administrateur(trice) de bases de donnes (intermdiaire) PostgreSQL Rejoignez une entreprise SaaS base Montral qui aide les organisations du monde entier crer un parcours personnalis dimpact et dpanouissement pour leurs employs. Explorance propose des solutions innovantes de gestion de lexprience, car nous croyons que chaque exprience compte. Serez-vous la prochaine?tre un(e) Explorer, cest rejoindre le milieu de travail c…",2026-07-24T06:33:36Z,Administrateur(trice) de bases de donnes (intermdiaire) PostgreSQL / Database Administrator (Inter,-73.588138,0,5813738362,https://www.adzuna.ca/details/5813738362?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Explorance,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzczODI2MCIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.rz8YzwAnYQs8spKI7rmdG_0xYZ_N-nWsXfGFDhwv-Vg,"Job Description Job Description Build the foundation that makes AI agents reliable at scale. Have you ever wondered what it takes to turn an AI agent from an impressive demo into a trusted product used every day? As part of our Agentic Operation team, you'll build the platform capabilities that power Coveo's conversational AI experiences within the Merchandising Hub and the infrastructure that allows AI agents to safely reason, take actions, and deliver reliable outcomes for our customers. You'…",2026-07-24T06:33:32Z,Senior Software Developer - Agentic System,-73.588138,0,5813738260,https://www.adzuna.ca/details/5813738260?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Coveo,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzM1NTQ0In0.1Bqh2LZpPFimCqbvY8viNwcO-euOlAxsWBThrk5pmUo,"Job Description Job Description Relève de : Chef de la direction financière Depuis plus de 70 ans, WALTER Surface Technologies est un chef de file mondial dans les technologies de traitement de surface, offrant des abrasifs haute performance, des outils, des outils électriques, des solutions chimiques, des solutions de sécurité et des solutions pour procédés de soudage spécialement conçus pour l’industrie du travail des métaux. Notre philosophie fondamentale vise à aider nos clients à mieux tra…",2026-07-24T06:33:00Z,"Directeur, Gestion Des Données D'Entreprise Et Analytique",-73.811784,0,5813735544,https://www.adzuna.ca/details/5813735544?utm_medium=api&utm_source=e90db681,45.451491,Adzuna::API::Response::Job,Walter Surface Technologies Incorporated,Adzuna::API::Response::Company,"Pointe-Claire, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Pointe-Claire']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzczMzQxNCIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.1lX8EkYOcglg4GCmCM7RgAANfLksOlW6MGcGw8snHFk,"Job Description Job Description We are looking for an experienced Java Developer for our client. This is a permanent position that is remote to start with potential later relocation to Calgary or Winnipeg . Our client is a global enterprise company with a product that you've likely used. You Have: 3 years’ experience as a Software Developer Experience working with Java , including great working knowledge of Java8 Lambdas and streaming functionality Experience working with Microservices architec…",2026-07-24T06:32:38Z,Java Developer,-73.588138,0,5813733414,https://www.adzuna.ca/details/5813733414?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Targeted Talent,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzI5MDkyIn0.-PJOY-YUZ96kU3duevVy6tWPSyssuI9w5GD1EjQe2YE,"Description de l'entreprise Depuis sa fondation en 1980, DLGL conçoit et implante des systèmes de gestion du capital humain (GCH), spécifiquement destinés à répondre aux exigences complexes des grandes et moyennes entreprises. Reconnue comme un chef de file dans la prestation de solutions GCH au Canada, DLGL est un fier membre du Club Platine du palmarès des Sociétés les mieux gérées au Canada établi par la firme Deloitte. Nous sommes une entreprise privée dont la renommée est bien établie pour…",2026-07-24T06:31:57Z,Intégrateur/spécialiste en ressources humaines et paie,-73.867889,0,5813729092,https://www.adzuna.ca/details/5813729092?utm_medium=api&utm_source=e90db681,45.672162,Adzuna::API::Response::Job,Dlgl Technologies Corporation,Adzuna::API::Response::Company,"Blainville, Thérèse-De Blainville",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Laurentides', 'Thérèse-De Blainville', 'Blainville']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,55000.0,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzI4NDQ2In0.ASlDPg-Eo6sfqXXnnfZFASPXuGzJumQ7GdjQkq8DI6I,"Description de l'entreprise Numéro de permis de la CNESST : AP-2404184 Nous sommes une entreprise canadienne incorporée dont le siège social est situé au centre-ville de Montréal, à l'adresse G101-360 Rue Saint-Jacques Montréal (Québec) H2Y 1P5 Canada. Nous offrons à nos clients des services de conseils en gestion, de conseils scientifiques et techniques, de location et de placement de personnels qualifiés. Nos services sont offerts grâce à nos consultants, professionnels et travailleurs recrut…",2026-07-24T06:31:52Z,Chef de projet technique,-73.588138,0,5813728446,https://www.adzuna.ca/details/5813728446?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Gestion & Conseils Arya Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,85000.0,65000.0,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzcyODQyNSIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.y0Kxzvre_unBHgPE006tmHS0e1d7PWaBZzODXuvwO10,"Description de l'entreprise Numéro de permis de la CNESST : AP-2404184 Nous sommes une entreprise canadienne incorporée dont le siège social est situé au centre-ville de Montréal, à l'adresse G101-360 Rue Saint-Jacques Montréal (Québec) H2Y 1P5 Canada. Nous offrons à nos clients des services de conseils en gestion, de conseils scientifiques et techniques, de location et de placement de personnels qualifiés. Nos services sont offerts grâce à nos consultants, professionnels et travailleurs recrut…",2026-07-24T06:31:52Z,Architecte d'entreprise - technologies de l'information (ti),-73.588138,0,5813728425,https://www.adzuna.ca/details/5813728425?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Gestion & Conseils Arya Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,85000.0,65000.0,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzcyODUwOCIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.OtAI0cv6seefiJWxXFWB5WdEkL7yDvyEZXPOzs-KPkk,"Description de l'entreprise Numéro de permis de la CNESST : AP-2404184 Nous sommes une entreprise canadienne incorporée dont le siège social est situé au centre-ville de Montréal, à l'adresse G101-360 Rue Saint-Jacques Montréal (Québec) H2Y 1P5 Canada. Nous offrons à nos clients des services de conseils en gestion, de conseils scientifiques et techniques, de location et de placement de personnels qualifiés. Nos services sont offerts grâce à nos consultants, professionnels et travailleurs recrut…",2026-07-24T06:31:52Z,Analyste de données - informatique et systèmes,-73.588138,0,5813728508,https://www.adzuna.ca/details/5813728508?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Gestion & Conseils Arya Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,85000.0,65000.0,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzI4NDgyIn0.buj7C-42_L8u1lD3Fmh5XNcJt-ToOxpvfXsUT21Oerw,"Description de l'entreprise Numéro de permis de la CNESST : AP-2404184 Nous sommes une entreprise canadienne incorporée dont le siège social est situé au centre-ville de Montréal, à l'adresse G101-360 Rue Saint-Jacques Montréal (Québec) H2Y 1P5 Canada. Nous offrons à nos clients des services de conseils en gestion, de conseils scientifiques et techniques, de location et de placement de personnels qualifiés. Nos services sont offerts grâce à nos consultants, professionnels et travailleurs recrut…",2026-07-24T06:31:52Z,Administrateur/administratrice de base de données,-73.588138,0,5813728482,https://www.adzuna.ca/details/5813728482?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Gestion & Conseils Arya Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,85000.0,65000.0,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzcyODQ3MSIsInMiOiJmaG9lMy02TThSR19rb2laQTJWR1R3In0.iQ9957df02tvCMMInPETYqUaNQeY7MmF9MR1WIbcN7w,"Description de l'entreprise Numéro de permis de la CNESST : AP-2404184 Nous sommes une entreprise canadienne incorporée dont le siège social est situé au centre-ville de Montréal, à l'adresse G101-360 Rue Saint-Jacques Montréal (Québec) H2Y 1P5 Canada. Nous offrons à nos clients des services de conseils en gestion, de conseils scientifiques et techniques, de location et de placement de personnels qualifiés. Nos services sont offerts grâce à nos consultants, professionnels et travailleurs recrut…",2026-07-24T06:31:52Z,Analyste d'applications informatiques,-73.588138,0,5813728471,https://www.adzuna.ca/details/5813728471?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Gestion & Conseils Arya Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,85000.0,65000.0,full_time,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmhvZTMtNk04Ukdfa29pWkEyVkdUdyIsImkiOiI1ODEzNzI3MjQ3In0.IccxoyY5KlB3R0_y3iMG8hWJzWW05QHivKEcR8Gt9wE,"Description de l'entreprise Notre organisation, située dans la région métropolitaine de Montréal propose des services professionnels en Ingénieire et en Sciences de la Vie par le biais de ses consultants. Nous couvrons des segments de marché tel que l'industrie Pharmaceutique, Agroalimentaire, Cosmétiques, des Dispositifs Médicaux et des Technologies de l'Information et des Communications (TIC). Sans toutefois être exhaustives, les compétences couvertes par nos consultants englobent les activit…",2026-07-24T06:31:28Z,Administrateur système et réseaux,-73.467023,0,5813727247,https://www.adzuna.ca/details/5813727247?utm_medium=api&utm_source=e90db681,45.458603,Adzuna::API::Response::Job,Fop Experts Conseils Inc.,Adzuna::API::Response::Company,"Brossard, Champlain",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montérégie', 'Champlain', 'Brossard']",it-jobs,Adzuna::API::Response::Category,IT Jobs,85000.0,60000.0,full_time,permanent
