latitude,adref,created,longitude,redirect_url,id,title,description,salary_is_predicted,__CLASS__,category.label,category.__CLASS__,category.tag,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,contract_type,contract_time,salary_max,salary_min
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWk5WdngyR1A4UkcwZFBURGtLdy1BZyIsImkiOiI1ODIyNDE5MjMxIn0.on7bmyw1evwE5WYlNgCymvyMxIDrZfsCVbCFV9yJ52A,2026-07-31T11:06:56Z,-73.588138,https://www.adzuna.ca/details/5822419231?utm_medium=api&utm_source=e90db681,5822419231,Analyste d'affaires Sr,"Position Description: Mode de travail: Hybride, 2 jours en présentiel Description Contexte du poste Dans le cadre de la mise en œuvre de la capacité de résilience opérationnelle sur la plateforme ServiceNow IRM, nous recherchons un(e) Analyste d'affaires pour contribuer à un projet stratégique et réglementaire visant à soutenir la conformité aux attentes du BSIF en matière de résilience opérationnelle. Le projet est réalisé en collaboration avec des partenaires d'affaires de gestion des risques…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,CGI,,full_time,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxOTA1NyIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.Ubs_muZXK3BpJ2XsT12xNOp2Iy1m7Dh-27masFPi2yg,2026-07-31T11:06:37Z,-73.588138,https://www.adzuna.ca/details/5822419057?utm_medium=api&utm_source=e90db681,5822419057,"Technical Director, Tools","Directeur technique - Outils Qui nous sommes Fondée en 2005, 2K Games est une entreprise mondiale de jeux vidéo à rayonnement international, éditant des titres développés par certains des studios les plus influents de l'industrie. Parmi eux figurent Visual Concepts, Firaxis, Hangar 13, CatDaddy, Cloud Chamber, 31st Union, HB Studios, Gearbox et 2K SportsLab. Notre catalogue s'enrichit continuellement grâce à une stratégie ambitieuse de développement à l'échelle mondiale, combinant la création d…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,2K,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxNzk1MyIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.MlXYpuAfEGiCe1x7x0abnKV2H_1GSccqDnNBC_lhux4,2026-07-31T11:04:20Z,-73.588138,https://www.adzuna.ca/details/5822417953?utm_medium=api&utm_source=e90db681,5822417953,Data Analyst - Global Markets and Equities,"DRW is a diversified trading firm with over 3 decades of experience bringing sophisticated technology and exceptional people together to operate in markets around the world. We value autonomy and the ability to quickly pivot to capture opportunities, so we operate using our own capital and trading at our own risk. Headquartered in Chicago with offices throughout the U.S., Canada, Europe, and Asia, we trade a variety of asset classes including Fixed Income, ETFs, Equities, FX, Commodities and En…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,DRW,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxNjY2MyIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.CmuQamKhZq4Jbs9tt_eStk-gaXJSdJUN9jUCrjCMwHo,2026-07-31T11:01:29Z,-73.588138,https://www.adzuna.ca/details/5822416663?utm_medium=api&utm_source=e90db681,5822416663,Java Tech Lead – Securities Reference Data (Hybrid),"We’re seeking someone to join our team as a Java Tech Lead – Securities Reference Data to drive the evolution of strategic reference data platforms supporting Index and Exchange-Traded Funds (ETF) data mastering, distribution, and modernization initiatives across the Firm. In the Technology division, we leverage innovation to build the connections and capabilities that power our Firm, enabling our clients and colleagues to redefine markets and shape the future of our communities. This is a Lead…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Morgan Stanley,,full_time,,
45.448835,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWk5WdngyR1A4UkcwZFBURGtLdy1BZyIsImkiOiI1ODIyNDE2NTA1In0.BZmolKAdYsRT0EzS042myWYLGQuoXdwQ02j0eP1oqno,2026-07-31T11:01:04Z,-73.754293,https://www.adzuna.ca/details/5822416505?utm_medium=api&utm_source=e90db681,5822416505,Software Developer - Programmer Analyst,"At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: IS Operations Manager As a Software Developer (Programmer Analyst), you design, develop, test, and maintain software solutions by combining analytical and programming expertise. In this role, you analyze business and user requirements, translate th…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal', 'Dorval']","Dorval, Montréal",Adzuna::API::Response::Location,Adzuna::API::Response::Company,ABB,,full_time,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxNjM0MCIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.WHg_C9CXARuzVwjKSQiw92E4s_HUddu1MV2tmxkW1Rg,2026-07-31T11:00:40Z,-73.588138,https://www.adzuna.ca/details/5822416340?utm_medium=api&utm_source=e90db681,5822416340,Intégrateur.iste de contenu web,"Qui nous sommes Cardigan est une agence de marketing numérique certifiée B Corp qui a à cœur le succès de ses clients et surtout de son équipe. C'est une gang de passionné.e.s du marketing numérique qui ont le souci du détail dans tous leurs projets. On adore les données, la performance et les résultats. On œuvre dans un monde très technique où on mise sur les qualités des humains. Responsabilités principales Accompagner les chargés de comptes dans le déploiement de leurs projets Intégrer le co…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Cardigan,,full_time,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMxMDA2NyIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.UBdDb4goeZxj16Qhj5lb6DkF-d4UMkF0BQ0Zx2YbslI,2026-07-31T06:43:30Z,-73.588138,https://www.adzuna.ca/details/5822310067?utm_medium=api&utm_source=e90db681,5822310067,Product Specialist,"Job Description Job Description Turn support interactions into impactful product experiences What if every support case you handled became an opportunity to create real value for clients? At Coveo, support is not just about solving issues, it's about empowering users to get the most out of our technology and achieve their goals. Far from the stereotypes of traditional call centers, Coveo's support team operates differently. No rigid hierarchies or isolated cubicles: here, you'll join a team of …",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Coveo,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwOTc0OSIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.8UxDEVyZnDKkl2Eo1OZpOAQw9HywB1-_DGlpshgCI58,2026-07-31T06:43:07Z,-73.588138,https://www.adzuna.ca/details/5822309749?utm_medium=api&utm_source=e90db681,5822309749,QA Lead - AI & Agentic Quality Engineering / Responsable QA - IA et systèmes agentiques,"Job Description Job Description French version below QA Lead – AI & Agentic Quality Engineering Location / Work Model : Remote, Hybrid, or Onsite (Flexible) Role Overview FortNine is seeking a QA Lead – AI & Agentic Quality Engineering to build and lead our Quality Engineering function. This role combines QA leadership, Magento storefront expertise, test automation, and AI-driven quality engineering. You will define our testing strategy, improve release quality, lead QA processes, and help buil…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,FortNine,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWk5WdngyR1A4UkcwZFBURGtLdy1BZyIsImkiOiI1ODIyMzA4NjE2In0.p6EUtbaFmjwNDoYtebicfP-a-VbANU_eCBrJ0_08ZjA,2026-07-31T06:42:35Z,-73.588138,https://www.adzuna.ca/details/5822308616?utm_medium=api&utm_source=e90db681,5822308616,Software Developer - PL/SQL - Capital Markets,"Job Description Job Description Tech Talent International (SI) supplies technical talent to a variety of clients ranging from Fortune 100/500/1000 companies to small and mid-sized organizations in Canada/US and Europe. We currently have a role as a Software Developer - PL/SQL - Capital Markets with our large consulting client, workig onsite at a major financial services client in the downtown Montreal area. This role can be either a long term contract or a permanent role. Role: Software Develop…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Tech Talent International,contract,,,
45.581149,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWk5WdngyR1A4UkcwZFBURGtLdy1BZyIsImkiOiI1ODIyMzA4Mzk0In0.N4qLlL_y9iyN-5XBKX09avXloVwdxBirjCpwlQOXfIk,2026-07-31T06:42:15Z,-73.742893,https://www.adzuna.ca/details/5822308394?utm_medium=api&utm_source=e90db681,5822308394,Administrateur systemes - Microsoft 365 & Azure,"Job Description Job Description Nous cherchons un Administrateur systemes - Microsoft 365 & Azure pour le compte de notre client , Chef de file dans le domaine de la plomberie, du chauffage et de la climatisation à Montreal . Responsabilités : Prendre en charge les tickets relatifs à Microsoft 365 (Exchange Online, Teams, OneDrive, SharePoint Online, Office) et aux postes Windows 11, jusqu’à leur résolution. Diagnostiquer et résoudre des incidents techniques variés, incluant des problématiques …",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Laval region', 'Laval']","Laval, Laval region",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Solution SFT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWk5WdngyR1A4UkcwZFBURGtLdy1BZyIsImkiOiI1ODIyMzA2Mzc2In0.J63-auqBw0IpdtX7S7Yp4BBh8hqBVHQmECECywenons,2026-07-31T06:39:57Z,-73.588138,https://www.adzuna.ca/details/5822306376?utm_medium=api&utm_source=e90db681,5822306376,Spcialiste DevOps Cloud,"Job Description Job Description Salary: Spcialiste DevOps Cloud chez Maplr Tu cherches un nouveau dfi en tant que Spcialiste DevOps Cloud Montral ? Rejoins-nous chezMaplr, o nous sommes la recherche de talents exceptionnels pour accompagner des projets technologiques innovants et stratgiques qui redfinissent lavenir du Qubec. Qui sommes-nous ? Maplr, cest une aventure humaine et technologique !Nous connectons lesmeilleurs talents tech du mondeavec desprojets innovantsqui faonnent lavenir du Qub…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Maplr,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwNjA2MCIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.4bVW0xljHJbATWcaCj8rn3Pi3FBDzgBX6X6xnb-MJdY,2026-07-31T06:39:46Z,-73.588138,https://www.adzuna.ca/details/5822306060?utm_medium=api&utm_source=e90db681,5822306060,EBX Specialization Business Architect,"Job Description Job Description Description: We are seeking an experienced EBX Specialization Business Architect with deep expertise in TIBCO EBX Master Data Management (MDM) and the insurance industry. The Business Architect will bridge business and technology by defining enterprise data strategies, designing business processes, and implementing data governance solutions that support digital transformation initiatives. The ideal candidate will possess strong insurance domain knowledge, busines…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Maarut,,,156000.0,145600.0
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwNTc0NiIsInMiOiJaTlZ2eDJHUDhSRzBkUFREa0t3LUFnIn0.-Eg9yU30p6hDKjQzxBSX2zFmkY1yEXny7y2_M6Ghv0g,2026-07-31T06:39:26Z,-73.588138,https://www.adzuna.ca/details/5822305746?utm_medium=api&utm_source=e90db681,5822305746,Développeur(euse) logiciel .NET / .NET Software Developer,"Job Description Job Description La dynamique de votre équipe : Nous sommes à la recherche de développeurs(euses) de différents niveaux d’expérience. Que vous soyez un nouveau venu talentueux sur le marché du travail ou un professionnel chevronné, vous trouverez votre place au sein de l’une de nos équipes : Controle d'accès Cloud Computing Système de gestion vidéo Reconnaissance de plaques d'immatriculation Plateforme Core Système d’unification des données d’entreprise Infrastructure de R&D et s…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Genetec,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0cxNnlHR1A4UkdmdmV0eldQZjdWUSIsImkiOiI1ODIyMzA1Njg1In0.6fNLWjL4hYtdYLdOfhsHNJksKKK33M44JMRGfPWHsKs,2026-07-31T06:39:19Z,-73.588138,https://www.adzuna.ca/details/5822305685?utm_medium=api&utm_source=e90db681,5822305685,EBX Specialization QA Lead,"Job Description Job Description Description: We are seeking an experienced EBX Specialization QA Lead to lead quality assurance activities for TIBCO EBX Master Data Management (MDM) implementations within the insurance domain. The ideal candidate will be responsible for defining the QA strategy, leading test planning and execution, ensuring data quality and application quality, and validating that EBX solutions meet business, regulatory, and technical requirements. This role requires close coll…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Maarut,,,156000.0,145600.0
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwNTUyOSIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.sEdDGZIPRkWMNjxhzLxa3fWpVRkUbkgpd-jHcLaxGaQ,2026-07-31T06:39:00Z,-73.588138,https://www.adzuna.ca/details/5822305529?utm_medium=api&utm_source=e90db681,5822305529,Développeur JavaScript Full-Stack,"Job Description Job Description Développeur JavaScript Full-stack Hubelia - Montréal, Pointe-aux-Trembles Temps plein - permanent 19$ à 24$ /heure English Version Will Follow Poste disponible maintenant Sous la supervision du gestionnaire de projets, le ou la candidate aura à programmer « full stack » en JavaScript sur un environnement Linux. Cette personne devra faire preuve d’autonomie et être en mesure d’apprendre de nouvelles technologies rapidement et de façon autodidacte. Tâches principal…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Hubelia,permanent,full_time,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0cxNnlHR1A4UkdmdmV0eldQZjdWUSIsImkiOiI1ODIyMzA1Mzk0In0.b0RvuIhZc3A4w_YaADkG5UG2uUeLX0nfJZjGFvS03Kw,2026-07-31T06:38:50Z,-73.588138,https://www.adzuna.ca/details/5822305394?utm_medium=api&utm_source=e90db681,5822305394,Spécialiste de produit,"Job Description Job Description Transforme chaque interaction en expérience produit à fort impact Et si chaque demande de support que tu traitais devenait une occasion de créer une réelle valeur pour les clients? Chez Coveo, le support technique ne consiste pas seulement à résoudre des problèmes, mais à permettre aux utilisateurs de tirer pleinement parti de notre technologie et d'atteindre leurs objectifs. Loin des stéréotypes des centres d'appels traditionnels, l'équipe de support de Coveo fo…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Coveo Solutions,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0cxNnlHR1A4UkdmdmV0eldQZjdWUSIsImkiOiI1ODIyMzA1MTU0In0.Ab2junU96X3oR1Ef-yMjPuwVXC5CZQaftZ50z1mw9nY,2026-07-31T06:38:32Z,-73.588138,https://www.adzuna.ca/details/5822305154?utm_medium=api&utm_source=e90db681,5822305154,Administrateur systemes - Microsoft 365 & Azure,"Job Description Job Description Nous cherchons un Administrateur systemes - Microsoft 365 & Azure pour le compte de notre client , Chef de file dans le domaine de la plomberie, du chauffage et de la climatisation à Montreal . Responsabilités : Prendre en charge les tickets relatifs à Microsoft 365 (Exchange Online, Teams, OneDrive, SharePoint Online, Office) et aux postes Windows 11, jusqu’à leur résolution. Diagnostiquer et résoudre des incidents techniques variés, incluant des problématiques …",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Solution SFT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwNTAwNSIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.sBmSuFbgT82A39rZpShNhj6sQCVTDwvCVs5YvRr3rHg,2026-07-31T06:38:20Z,-73.588138,https://www.adzuna.ca/details/5822305005?utm_medium=api&utm_source=e90db681,5822305005,Senior Level Designer,"Job Description Job Description Description About the Position As a Senior Level Designer at Virtuos Montreal, you will not only build great levels but also help shape our growing World Building team and contribute to elevating co-development into true creative collaboration. You will be responsible for designing, prototyping, and implementing various levels, environments, and gameplay experiences within a video game. You will work closely with our client and other members of the development te…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Virtuos Montreal,,,130000.0,90000.0
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwMzk0NyIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.58knQ6_AQ0MPWe6JrbxzIeH1cnZRQuYNtJJc7jmIq_I,2026-07-31T06:37:22Z,-73.588138,https://www.adzuna.ca/details/5822303947?utm_medium=api&utm_source=e90db681,5822303947,Dveloppeur Front-End Angular / Angular Front-End Developer,Job Description Job Description Salary: (English will follow) Joignez-vous une entreprise base Montral qui aide les organisations du monde entier crer un parcours personnalis d'impact et d'panouissement pour leurs employs. Elle propose des solutions innovantes d'analyse de feedback parce que nous croyons que chaque exprience compte. Le dveloppeur Front-End concevra et dveloppera de nouvelles fonctionnalits et amliorations pour des applications logicielles rpondant aux spcifications mtier. Ses p…,0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Explorance,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwMzg0MCIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.PEKy6EPTGZBQoP041WpaFGepqQM05T3S4-b28D3aPcU,2026-07-31T06:37:08Z,-73.588138,https://www.adzuna.ca/details/5822303840?utm_medium=api&utm_source=e90db681,5822303840,Project Sponsor,"Job Description Job Description Description: The Project Sponsor is responsible for the strategy, project delivery, business value creation, and organizational adoption of Capital Markets modernization initiatives. They define the project scope, confirm the delivery model, and ensure the program remains aligned with Desjardins’ strategic priorities, investment themes, risk appetite, and value creation objectives for clients and members. This role provides visible executive leadership to busines…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Maarut,,,156000.0,145600.0
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwMTk2MiIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.uX0FrVR8yP0KBbLcj9E6QnZjWHfHZoo_agRjELqiJIY,2026-07-31T06:35:26Z,-73.588138,https://www.adzuna.ca/details/5822301962?utm_medium=api&utm_source=e90db681,5822301962,Développeur(euse) logiciel / Software Developer - Platform Engineering,"Job Description Job Description Aperçu du poste : Vous souhaitez améliorer directement la manière dont des centaines de développeurs créent, déploient et exploitent des logiciels dans des environnements cloud, sur site et hybrides ? Rejoignez-nous pour créer une plateforme unifiée qui élimine la complexité et permet aux équipes produit de se concentrer sur la création de valeur. Nous recherchons un ingénieur de plateforme passionné par Kubernetes, l'automatisation, l'observabilité, l'expérience…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Genetec,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0cxNnlHR1A4UkdmdmV0eldQZjdWUSIsImkiOiI1ODIyMzAxNzIzIn0.D5vXKamy3bUsbL9aPCPWKzLEJnjFSgmDMP9TlwUWpb0,2026-07-31T06:34:58Z,-73.588138,https://www.adzuna.ca/details/5822301723?utm_medium=api&utm_source=e90db681,5822301723,Administrateur de système infonuagique - Microsoft 365/AWS - intermédiaire,"Job Description Job Description TEHORA est présentement à la recherche d’un(e) administrateur(trice) système infonuagique Microsoft 365 / AWS . Sans être exhaustifs, voici les services et livrables que devra fournir la personne retenue : Administrer les services infonuagiques Microsoft 365 et AWS; Assurer la sécurité et la performance des environnements cloud; Participer aux projets de migration vers le cloud; Diagnostiquer et résoudre les incidents; Documenter les procédures d’exploitation. Re…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,TEHORA,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjMwMTcyMSIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.bLm3x7MoJUjz-ZvD1GP7xMEd3T66BhwvYy0oMlg8E3k,2026-07-31T06:34:57Z,-73.588138,https://www.adzuna.ca/details/5822301721?utm_medium=api&utm_source=e90db681,5822301721,"Chef(fe) d'quipe, Dveloppement Web & Infonuagique / Team Lead, Web Development & Cloud","Job Description Job Description Salary: [English version will follow] Rejoignez Toon Boom - L o la crativit et la technologie se rencontrent ! Depuis plus de 30 ans, Toon Boom est le leader mondial des logiciels danimation 2D, faisant confiance des studios de renom tels que Disney, Fox et Netflix. Avec linnovation au cur de notre mission, nous permettons aux cratifs du monde entier de donner vie leurs histoires. Lieu de travail Veuillez noter que notre bureau est situ Montral, Qubec, Canada, et…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Toon Boom Animation Inc.,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjI5OTkyMCIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.JjqddS5CPQ8z27crAlH3dbjSVoA8HucE3xreec9Nec8,2026-07-31T06:34:06Z,-73.588138,https://www.adzuna.ca/details/5822299920?utm_medium=api&utm_source=e90db681,5822299920,EBX Specialization Governance Lead,"Job Description Job Description Description: We are seeking an experienced EBX Specialization Governance Lead to establish and lead enterprise Data Governance and Master Data Management (MDM) initiatives using TIBCO EBX within the insurance domain. The successful candidate will define governance strategies, policies, standards, and operating models to ensure high-quality, trusted master data across the organization. This role will work closely with business stakeholders, data stewards, architec…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Maarut,,,156000.0,145600.0
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjI5OTYyNiIsInMiOiJTRzE2eUdHUDhSR2Z2ZXR6V1BmN1ZRIn0.g_XQFJoVKXlNnywbLQn12kjISWDaBqgHVk2RBwIYR00,2026-07-31T06:33:35Z,-73.588138,https://www.adzuna.ca/details/5822299626?utm_medium=api&utm_source=e90db681,5822299626,Project Manager - ERP Implementation,"Job Description Job Description  English version will follow  IT Unlock est à l'avant-garde de la transformation numérique, exploitant notre expertise approfondie pour relever les défis informatiques multifacettes. Que ce soit pour les services gérés d'applications, MSP, MSSP, la gestion des données, les analyses avancées de données, ERP, CRM ou les solutions d'IA pionnières, notre équipe chevronnée est prête à concevoir et à fournir des solutions sur mesure adaptées à vos besoins commerciaux. …",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,IT UNLOCK CONSULTING INC.,,,270400.0,249600.0
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0cxNnlHR1A4UkdmdmV0eldQZjdWUSIsImkiOiI1ODIyMjk1MzM4In0.6UTpxkaBKll8nSvFCUqaYCEMPvhQ55OLJAvP36S3hPY,2026-07-31T06:32:15Z,-73.588138,https://www.adzuna.ca/details/5822295338?utm_medium=api&utm_source=e90db681,5822295338,Développeur logiciel Test / Software Developer in Test - SC SaaS,"Job Description Job Description Aperçu du poste : Votre compagnie : Genetec est un leader mondial dans le domaine des solutions de sécurité unifiée, de sécurité publique et d’intelligence d’affaires. Notre plateforme SC SaaS propose des produits innovants de sécurité physique basés sur le cloud qui protègent les personnes, les biens et les données dans divers secteurs d’activité à travers le monde. Votre équipe : SC SaaS Quality est un groupe de testeurs et de développeurs passionnés, unis par …",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Genetec,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0cxNnlHR1A4UkdmdmV0eldQZjdWUSIsImkiOiI1ODIyMjk1Mjg4In0.kWGNxhm7oOLhYwiUFSDazhd5lqz8W1yz9E1r9A_ZSVk,2026-07-31T06:32:11Z,-73.588138,https://www.adzuna.ca/details/5822295288?utm_medium=api&utm_source=e90db681,5822295288,EBX Specialization Project Manager,"Job Description Job Description Description: We are seeking an experienced EBX Specialization Project Manager to lead the planning, execution, and successful delivery of TIBCO EBX Master Data Management (MDM) initiatives within the insurance industry. The ideal candidate will have strong project management expertise, extensive experience managing enterprise data and MDM projects, and a solid understanding of insurance business processes. This role requires close collaboration with business stak…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Maarut,,,156000.0,145600.0
