adref,description,redirect_url,salary_is_predicted,created,latitude,title,id,longitude,__CLASS__,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,category.label,category.tag,category.__CLASS__,salary_min,contract_time,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzkwMDUyMyIsInMiOiJSSlZSQ241VThSR0I2OFg3bTJVT3FRIn0.rPiN1Yt_SlGgXzp3WcQ64qTlWUpWrtCUjhbP6hUdvi8,"Job Description Job Description Company Description VOSKER is a North American leader in remote area surveillance. Every day, we’re proud to help our customers keep an eye on what truly matters to them by developing solar-powered, cellular-connected cameras integrated with our exclusive platform. In a few words, at VOSKER: we perform, we think differently, and we take care of our people. We leverage our expertise to win as a team and redefine what’s possible! WHAT WE OFFER A work environment wh…",https://www.adzuna.ca/details/5733900523?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:46:18Z,45.544959,Functional Analyst - Digital Products,5733900523,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Vosker,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzOTAwNTIxIn0.9I4Y7sIUCJxXfRvt8sHaOYgNMtDl9n-aCYezpO9ApbU,"Job Description Job Description Company Description Ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from Assassin’s Creed, Rainbow Six to Just Dance and more. We believe diverse perspectives help both players and teams thrive. If you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! Job Description As an IT Project Manager at Ubisoft Montreal, you will support en…",https://www.adzuna.ca/details/5733900521?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:46:18Z,45.544959,IT Project Manager (Security & Risk Management),5733900521,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzkwMDMwOCIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.heizelxs5PxLjM9ZrSGYN9QS9KFPGWi0TG3Iq_EvqGU,"Job Description Job Description Description de l'entreprise Talan est un groupe international qui accompagne ses clients dans leur transformation Data & IA, de bout en bout, en combinant conseil en management et expertise technologique. Avec plus de 6000 collaborateurs sur 5 continents, nous accélérons les transformations de nos clients à travers des partenariats de long terme, en créant un impact mesurable et durable. Notre proposition de valeur repose sur un écosystème d’innovation structuré …",https://www.adzuna.ca/details/5733900308?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:45:58Z,45.544959,Recruteur(euse) senior TI,5733900308,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Talan,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzkwMDE2NiIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.XjsP46E7wfuynWtYni9rHvT4-UAupA4_swa73bQ-DYg,"Job Description Job Description Location : Hybrid / Remote – Montreal, QC Preferred Employment Type: Full-Time Reports To : CTO Role Overview We are seeking an experienced Senior Unreal5 Engineer to help architect and lead development of a next-generation UFC-style fighting game. You will help define the project’s technical vision, and drive delivery of performant, visually stunning, and highly responsive combat gameplay across console and PC platforms. This role blends hands-on engineering, re…",https://www.adzuna.ca/details/5733900166?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:45:46Z,45.544959,Senior Lead Unreal 5 Engineer - UFC-style fighting game,5733900166,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ironbelly Studios,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk5OTUwIn0.Mpm_VxW5tKAVyaDntWz_OvVF54rtcLDfW0jH1BJ5TII,"Job Description Job Description Description de l'entreprise American Iron & Metal (AIM) est une entreprise familiale et un leader mondial reconnu dans l'industrie du recyclage des métaux avec plus de 125 sites et 4000 employés dans le monde entier. Nous avons continué à prospérer au cours des huit dernières décennies grâce au dévouement de nos employés et à la confiance et au soutien continus de nos clients. Faites partie de l'équipe AIM, une équipe en pleine croissance avec un esprit d'entrepr…",https://www.adzuna.ca/details/5733899950?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:45:37Z,45.630158,Analyste des systèmes d'affaires (expert IBM Maximo),5733899950,-73.506654,Adzuna::API::Response::Job,Adzuna::API::Response::Company,American Iron and Metal,"Montréal East, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal East']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk5NTExIn0.RrJzI8by5OeYwHNx_qffGZU2paX2fmwhGR78UTGcvzk,"Job Description Job Description Description de l'entreprise Ubisoft est une référence mondiale du jeu vidéo, avec des équipes réparties aux quatre coins du monde qui créent des expériences de jeu originales et mémorables, de Assassin’s Creed à Rainbow Six en passant par Just Dance et bien d’autres encore. Nous croyons que la diversité des points de vue fait progresser à la fois les joueurs et les équipes. Si vous êtes passionné·e par l’innovation et que vous souhaitez repousser les limites du d…",https://www.adzuna.ca/details/5733899511?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:45:24Z,45.544959,Architect de solution sécurité,5733899511,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk4MjU4In0._NpFYYt409jAUoC6-NfWSbtXE4K1YBSPd1p2KbLyoxc,"Job Description Job Description We are looking for an experienced Solution Architect for our client. This is a permanent position that is completely remote! Our client is a fintech company based out of Vancouver. You'll have the opportunity to work on an amazing platform that combines Data Analytics, and complex integration in ERP systems to deliver cutting edge financial data that is fundamentally changing the way that businesses make smarter financial decisions. Within this role you'll work o…",https://www.adzuna.ca/details/5733898258?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:44:45Z,45.544959,Solution Architect,5733898258,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Targeted Talent,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5Nzg2NiIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.PWLul9Wyyy7ZteELYyP9At3coAj9klndwi75l2MadZE,"Job Description Job Description Rejoignez Exposant 3 (E3) : La puissance de l’humain au cœur de la technologie ! Exposant 3 est une firme de services-conseils en gestion des affaires et technologies de l'information, dédiée à accompagner les entreprises et organismes dans leur transformation numérique et organisationnelle. ???? Votre carrière chez Exposant 3 Nous croyons fermement en une gestion saine et humaine, où la confiance, la compétence, et le plaisir de réussir ensemble sont au centre d…",https://www.adzuna.ca/details/5733897866?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:44:17Z,45.544959,Conseiller en architecture de la sécurité informatique,5733897866,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Exposant 3,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5NzY4MSIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.RdSmkFs_3ltr_3Jblli1oZKE_4Iq2wuPeHHpD5K8ru8,"Job Description Job Description Company Description Ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from Assassin’s Creed, Rainbow Six to Just Dance and more. We believe diverse perspectives help both players and teams thrive. If you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! Job Description We are looking for a Senior C++ Programmer to play a key role in …",https://www.adzuna.ca/details/5733897681?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:44:00Z,45.544959,Senior C++ Programmer - Machine Learning,5733897681,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5NzM4NSIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.LC6mLkVzEE-YPHNd46pjFjNVmX4vjqFvgUegJRPCJZU,"Job Description Job Description Description de l'entreprise VOSKER, leader nord-américain en surveillance de zones éloignées. Chaque jour, on est fiers d’aider nos clients à garder un œil sur ce qui compte réellement pour eux, en développant des caméras à énergie solaire et connectées cellulaire à notre plate-forme exclusive. En quelques mots chez VOSKER : On est performant, on pense autrement et on prend soin de nos gens ! On tire avantage de nos expertises pour gagner en équipe et redéfinir c…",https://www.adzuna.ca/details/5733897385?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:43:39Z,45.544959,Product Owner - Back-end & Plateforme,5733897385,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Vosker,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk2NDk4In0.yA56dyRL04qZHzvKemLO2slys2f0QdhkGD3TPppVRaM,"Job Description Job Description Company Description Ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from Assassin’s Creed, Rainbow Six to Just Dance and more. We believe diverse perspectives help both players and teams thrive. If you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! Job Description As a Narrative Director at Ubisoft Montreal , you will define, st…",https://www.adzuna.ca/details/5733896498?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:42:34Z,45.544959,Narrative Director [Assassin's Creed],5733896498,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5NjQ3MyIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.JGjgcFsB8BMHrRqUwv3kizNv4UCujufBgeE6DmE6rVc,"Job Description Job Description Company Description Microsoft Dynamics 365 F&O Shape how a market-leading manufacturer runs. Techo-Bloc is North America’s most recognized name in concrete pavers, retaining walls and masonry — and we’re in the middle of a digital transformation. We’ve just rolled out Microsoft Dynamics 365 Finance & Operations, and we need a sharp, curious Business Analyst to help us get the most out of it. You’ll sit at the intersection of technology and every department in the…",https://www.adzuna.ca/details/5733896473?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:42:30Z,45.490563,Senior ERP Business Analyst,5733896473,-73.430404,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Techo-Bloc,"Saint-Hubert, Champlain","['Canada', 'Québec', 'Montérégie', 'Champlain', 'Saint-Hubert']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk1OTA2In0.XLU84bbcp2orw6cSeigXrZ7C0qiqrXYoHt_ZqV4GGOQ,"Job Description Job Description Job Title: Senior Cybersecurity Architect - Operational Technology (OT) Company Overview: Noetiq Edge is a strategic consulting firm based in Canada that provides expertise and insights to firms across multiple industries including Finance, Supply Chain, Defence, Retail, Healthcare, and High-tech. We establish trusted partnerships with organizations to ensure they have the strategy, information, technology, and talent required to succeed in a dynamic world. Job D…",https://www.adzuna.ca/details/5733895906?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:41:41Z,45.544959,Senior Cybersecurity Architect - Operational Technology (OT),5733895906,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Noetiq Edge,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,166400.0,,416000.0,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk1NzE5In0.T2UPS5TEs_8LGOq9xdrr5X6ZHMjCdzm4wM6z8biLAOY,"Job Description Job Description About Us Fundica is Canada's most award-winning online funding tool  a search engine for all funding programs in Canada. The platform matches entrepreneurs, private investors, public funders and advisors, through a unique crowdsourcing/crawler technology. The Challenge Are you a rockstar developer looking to work in a fun and challenging environment with a well-funded financial technology startup? We are looking for a motivated and smart teammate to join us on ou…",https://www.adzuna.ca/details/5733895719?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:41:30Z,45.544959,Senior Software Developer,5733895719,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Fundica,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5NTMxOSIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.6H1C2629GkViA0CIpnRuUWXaEz1MYqkXMhFE_YlhLBM,"Job Description Job Description Salary: About KPI: At KPI,youllhave the chance to build a career as unique as you are, with the support, inclusive culture, and technology to become the best version of you. Andwere counting on your unique voice and perspective to help KPI become even better, too.At KPI, our vision is to advance the world through the power of people and technology. Established over 25 years ago in Quebec,KPI is uniquely positioned as a Canadian leader across the Data, Analytics &…",https://www.adzuna.ca/details/5733895319?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:40:58Z,45.544959,Data Engineer-Consulting/ Ingnieur de donnes,5733895319,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KPI Digital,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk1MTI5In0.OjdmTOucONP7qVBVWF9NllVveXQKZwtnMue-IbFg55M,"Job Description Job Description Description de l'entreprise Élue à plusieurs reprises l'un des meilleurs employeurs de Montréal et récipiendaire du prix Mercuriades 2022 pour Employeur de l'année - Grande Entreprise, Rodeo FX est une entreprise créative haut de gamme offrant des services en matière d'effets visuels, de publicité et d'expériences. Nommée à plusieurs reprises aux Emmy® Awards pour son travail sur les séries Stranger Things saison 4, Avatar: The Last Airbender et The Lord of The R…",https://www.adzuna.ca/details/5733895129?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:40:43Z,45.544959,Coordonnateur.trice de la prestation de services TI,5733895129,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Rodeo FX,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk0NTg3In0.K4zJuYPNMZVBt_j3Nx_EWXLdU2MJ8puG8yu1a6LxhQM,"Job Description Job Description Description de l'entreprise Exploitant plus de 90 magasins et trois centres de distribution, Renaud-Bray est le chef de file de la vente de produits culturels au Québec. Nos marques Renaud-Bray, DeSerres, Griffon et Archambault rendent le livre, le jeu, la musique et le matériel d’art accessibles à tous. Renaud-Bray est reconnue comme l’une des Sociétés les mieux gérées au Canada et figure parmi les entreprises préférées des Québécois! Nous sommes à la recherche …",https://www.adzuna.ca/details/5733894587?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:39:49Z,45.519173,"Technicien, Peuplement Web",5733894587,-73.561002,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Renaud-Bray,"Outremont, Montréal","['Canada', 'Québec', 'Montréal', 'Outremont']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODk0NTE0In0.ywshaxRQIPVx9sRIHS407AI1Xfor6EOYwvXzyQXys6E,"Job Description Job Description Salary: dcbel Inc. (www.dcbel.energy) is a growing company developing technology and designing products that will make clean, efficient, and sustainable energy accessible to all because everyone in the world deserves energy without compromise. dcbel at the leading edge of the residential energy revolution, enabling decentralized energy consumption and production through its vertically integrated suite of energy hardware and software products, and their supporting…",https://www.adzuna.ca/details/5733894514?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:39:45Z,45.544959,Lead UX/UI Designer,5733894514,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,dcbel Inc,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5MzU1MiIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.VZsbsKeuNCzFa5702HivkI8jSbfdo4v5cNGWPh5ngBo,"Job Description Job Description Description de l'entreprise Talan est un groupe international qui accompagne ses clients dans leur transformation Data & IA, de bout en bout, en combinant conseil en management et expertise technologique. Avec plus de 6000 collaborateurs sur 5 continents, nous accélérons les transformations de nos clients à travers des partenariats de long terme, en créant un impact mesurable et durable. Notre proposition de valeur repose sur un écosystème d’innovation structuré …",https://www.adzuna.ca/details/5733893552?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:38:48Z,45.544959,"Gestionnaire, développement des affaires, data, ia et agentique",5733893552,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Talan,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg5MzU0NCIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.Pg4uNc0vdCxkAVyw17CLA3VKB3krMKGicmCUia6-YV8,"Job Description Job Description Company Description Ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from Assassin’s Creed, Rainbow Six to Just Dance and more. We believe diverse perspectives help both players and teams thrive. If you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! Job Description As a Game Director at Ubisoft Montreal, you will turn a creative …",https://www.adzuna.ca/details/5733893544?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:38:47Z,45.544959,Game Director [Assassin's Creed],5733893544,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODkzMDg5In0._iOLawwVhe3kejxv2A5G7JKLQcCd3knCUqwjihDnoR8,"Job Description Job Description Description de l'entreprise Vidéotron, l’une des principales entreprises de télécommunication au Canada, entretient un lien unique et privilégié avec la population et est d’ailleurs tenue en haute estime par ces client·es étant l’entreprise de télécommunication la plus admirée des Québécois·es. Travailler chez Vidéotron c’est se joindre à une entreprise à la fine pointe de la technologie en croissance constante. C’est aussi se joindre à des équipes chevronnées, m…",https://www.adzuna.ca/details/5733893089?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:38:27Z,45.544959,Stagiaire - Soutien informatique,5733893089,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Videotron,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODkxNzM0In0.T8r8VM5Wj64fcEkVeLB9naOeqPZM-1K0gKkZBumvMNo,"Job Description Job Description We are looking for an experienced Growth Manager for our client. This is a permanent position that is completely remote. Our client is a company growing rapidly in the E-Sports industry, providing advanced platforms and infrastructure that ultimately helps gamers the world round enjoy a better experience. You Have: A passion for the gaming industry & e-sports competitions, with a deep understanding of gamer lifestyle across playing, streaming, and content creatio…",https://www.adzuna.ca/details/5733891734?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:37:32Z,45.544959,Growth Manager - E-Sports,5733891734,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Targeted Talent,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzODkwOTkzIn0.rjVSuoMmxMx1_YmedC4EcN0F28VEAyHID8SHAJJNQnQ,"Job Description Job Description Company Description VOSKER is a North American leader in remote area surveillance. Every day, we’re proud to help our customers keep an eye on what truly matters to them by developing solar-powered, cellular-connected cameras integrated with our exclusive platform. In a few words, at VOSKER: we perform, we think differently, and we take care of our people. We leverage our expertise to win as a team and redefine what’s possible! WHAT WE OFFER A work environment wh…",https://www.adzuna.ca/details/5733890993?utm_medium=api&utm_source=e90db681,0,2026-05-19T05:37:04Z,45.544959,Product Owner - Back-end & Platform,5733890993,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Vosker,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg3MTMzMyIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.2bzjTQCazx5CISK8yVzF-4vl-T6QMOA8AlbMpJH5NcU,"Description du poste L’administrateur(trice) des programmes collectifs sera responsable de la gestion quotidienne des programmes d’avantages collectifs des clients de Segic. Il/elle prendra en charge le suivi administratif, la gestion des réclamations et la facturation, tout en assurant une expérience client optimale. Responsabilités 1. Gestion stratégique et opérationnelle des programmes Collaborer avec le responsable des implantations des programmes d’avantages collectifs et des produits comp…",https://www.adzuna.ca/details/5733871333?utm_medium=api&utm_source=e90db681,0,2026-05-19T04:48:48Z,45.458603,"Administrateur(trice), TPA - Programmes collectifs",5733871333,-73.467023,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Segic,"Brossard, Champlain","['Canada', 'Québec', 'Montérégie', 'Champlain', 'Brossard']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzg3MDY1OCIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.iEm-5moDfLY_yiMf7BcpSdzcgrMAw9sPqw5erY6aM5Y,"Job Description We are seeking an ML Solutions Architect who functions as a software engineering generalist with specialized ML domain-adjacent experience. In this role, you will be responsible for the high-level design of systems that integrate ML models into our broader product suite. You will act as a technical consultant, evaluating whether customer needs should be met with off-the-shelf solutions or handed off as specialized research projects to our RL and DL teams. Responsibilities System…",https://www.adzuna.ca/details/5733870658?utm_medium=api&utm_source=e90db681,0,2026-05-19T04:48:24Z,45.544959,Forward-Deployed Senior ML Solutions Architect | Architecte senior de solutions ML déployé·e sur le terrain,5733870658,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,NBCUniversal,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzNTQyMTg5In0.7xzcKtLXspXac67IEdBx6fzj6XSkR2QUC0sjO5NgGqs,"ADP embauche un(e) consultant(e) en support TLM. Dans ce rôle. En tant que consultant(e) en support TLM , vous êtes responsable de résoudre les questions relatives aux logiciels et au matériel pour les clients qui utilisent les produits de gestion d’heures et présences. Fournir des solutions pour répondre aux besoins des clients afin d'automatiser la production des calculs d’heures et de présence pour la production de la paie. Le (la) consultant(e) en support TLM configure et optimise les inter…",https://www.adzuna.ca/land/ad/5733542189?se=uPxqC35U8RGB68X7m2UOqQ&utm_medium=api&utm_source=e90db681&v=DFAD73C4CC68AE77E0EEECAE6C1BA0E5D286EBF0,0,2026-05-18T20:12:38Z,45.49609,Consultant (e) en support de gestion de temps (TLM) / Consultant TLM Support,5733542189,-73.57266,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ADP,"Westmount, Montréal","['Canada', 'Québec', 'Montréal', 'Westmount']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzUwNDU1MiIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.N4tm2jqp6WszVnLwniFznJr98pqQxbJtWHpk_Q_7bmE,"Our fast-growing import business is looking for a quick-thinking and creative problem solver to join our dynamic team. You will work directly with the CEO and learn to oversee and contribute to improving our close-knit operation, end to end, from purchasing through sales. Besides for being quick on your feet, you will have an eye on the future, and be able to lead us through a coming technical transformation. This role requires a versatile professional capable of handling technology, customer s…",https://www.adzuna.ca/details/5733504552?utm_medium=api&utm_source=e90db681,0,2026-05-18T18:30:57Z,45.52351,Operations Lead,5733504552,-73.65451,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Finesse Contracts,"Mont-Royal, Montréal","['Canada', 'Québec', 'Montréal', 'Mont-Royal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,65.0,full_time,100.0,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzQ3MzU3OSIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.UpjRe__qIDkKTv3rXcZf5NVIss5cdXO__zeI4Zg5D68,"Nous cherchons des auxiliaires parentales (nounou, garde d'enfant à domicile) pouvant se déplacer sur Boucherville. Après partage de votre profil via notre site internet, vous pourrez être mis en contact avec les familles cherchant une garde d’enfant. Merci!",https://www.adzuna.ca/details/5733473579?utm_medium=api&utm_source=e90db681,0,2026-05-18T17:48:20Z,45.60017,"Cherchons nounou, garde d'enfant ou auxiliaire parentale à Boucherville J4B",5733473579,-73.443048,Adzuna::API::Response::Job,Adzuna::API::Response::Company,topnanny.net,"Boucherville, Champlain","['Canada', 'Québec', 'Montérégie', 'Champlain', 'Boucherville']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
